AMOUNT,CANDIDATE,CONTRIBUTIONTYPEDESC,CONTRIBUTORTYPEDESC,CONTRIBUTOR_ADDRESS,CONTRIBUTOR_NAME,CONTRIBUTOR_POSTAL_CODE,OFFICE,OFFICE_TYPE,WARD_NO,Year
100.0,"Cressy, Joe",Monetary,Individual, ,"NASMITH, CATHERINE",M5T 3K6,Councillor,,20,2014
750.0,"Tanel, Adam",Monetary,Individual, ,"Nasseri, Justin",M5S 2X1,Councillor,,16,2014
250.0,"Bailão, Ana",Monetary,Individual, ,"Natale, Anthony",M6E 3Z3,Councillor,,18,2014
250.0,"Dominelli, Nick",Monetary,Individual, ,"NATALE, DAN",M5P 2J5,Councillor,,12,2014
250.0,"Thompson, Michael",Monetary,Individual, ,"Natale, Lou",L4J 1K9,Councillor,,37,2014
250.0,"Matlow, Josh",Monetary,Individual, ,"Nathanielsz, Paul",M5P 1A2,Councillor,,22,2014
100.0,"Bailão, Ana",Monetary,Individual, ,"Nathwani, Rashmi",M5A 1L8,Councillor,,18,2014
50.0,"Bailão, Ana",Monetary,Individual, ,"Nathwani, Rashmi",M5A 1L8,Councillor,,18,2014
101.0,"Karygiannis, Jim",Monetary,Individual, ,"Nathwani, Rekha",M1W 3P6,Councillor,,39,2014
150.0,"Chambers, John",Monetary,Individual, ,"Nation, Karlene",M5V 0C9,Councillor,,7,2014
300.0,"Chahal, Ranjeet",Monetary,Individual, ,"Natt, Baljeet",L6Y 5P9,Councillor,,2,2014
300.0,"Chahal, Ranjeet",Monetary,Individual, ,"Natt, Bhupinder",L6Y 5P9,Councillor,,2,2014
300.0,"Shan, Neethan",Monetary,Individual, ,"Navamanikkam, Kalaruby",M1X 1X6,Councillor,,42,2014
300.0,"Shan, Neethan",Monetary,Individual, ,"Navamanikkam, Manikkam",M1X 1X6,Councillor,,42,2014
300.0,"Shan, Neethan",Monetary,Individual, ,"Navaneethan, Thadsha",M1X 1X9,Councillor,,42,2014
500.0,"Shan, Neethan",Monetary,Individual, ,"Navaratnam, Kubes",L3S 3H6,Councillor,,42,2014
700.0,"Licursi, Cos",Monetary,Individual, ,"Navarrete, John",M3H 6B9,Councillor,,21,2014
750.0,"Licursi, Cos",Monetary,Individual, ,"Navarrete, W.. Xavier",M6B 3L7,Councillor,,21,2014
750.0,"Dominelli, Nick",Monetary,Individual, ,"NAVARRETE, XAVIER",M6M 2L1,Councillor,,12,2014
300.0,"Nayak, Divya",Monetary,Individual, ,"Nayak, Divya",M2J 3N9,Councillor,,33,2014
500.0,"Nayak, Divya",Monetary,Individual, ,"Nayak, Ravi",M2J 3N9,Councillor,,33,2014
250.0,"Nayak, Divya",Monetary,Individual, ,"Nayak, Ravi",M2J 3N9,Councillor,,33,2014
256.0,"Nayak, Divya",Monetary,Individual, ,"Nayak, Shreya",M2J 3N9,Councillor,,33,2014
200.0,"Perruzza, Anthony",Monetary,Individual, ,"Nayman, Bernard",M3H 4V9,Councillor,,8,2014
300.0,"Ford, Russ",Monetary,Individual, ,"Nazar, Steve",M8W 2L7,Councillor,,6,2014
200.0,"Burnside, Jon",Monetary,Individual, ,"Neal, Peter",M4G 2T4,Councillor,,26,2014
300.0,"Tanel, Adam",Monetary,Individual, ,"Neasmith, Julie",M4X 1N5,Councillor,,16,2014
750.0,"Davis, Janet",Monetary,Individual, ,"Nebout, Margaret",M4C 5R7,Councillor,,31,2014
400.0,"Nunziata, Frances",Monetary,Individual, ,"Neeb, Tim",L5H 1S9,Councillor,,11,2014
200.0,"Nunziata, John",Monetary,Individual, ,"Neeb, Tim",L5H 1S9,Councillor,,12,2014
200.0,"Crisanti, Vincent",Monetary,Individual, ,"Neele, Ranjit",M9V 1R4,Councillor,,1,2014
300.0,"Fletcher, Paula",Monetary,Individual, ,"Neff, Toni",M4K 2Z3,Councillor,,30,2014
200.0,"Domise, Andray",Monetary,Individual, ,"Negin, Katelyn",M4Y 2H9,Councillor,,2,2014
150.0,"Matlow, Josh",Monetary,Individual, ,"Neilson, Sarah",M5P 2L5,Councillor,,22,2014
200.0,"Matlow, Josh",Monetary,Individual, ,"Neilson, Sarah",M5P 2L5,Councillor,,22,2014
750.0,"Mihevc, Joe",Monetary,Individual, ,"Neinstein, Greg",M5R 3A7,Councillor,,21,2014
200.0,"Robinson, Jaye",Monetary,Individual, ,"Nelles, Mary",M2P 1H4,Councillor,,25,2014
500.0,"Shiner, David",Monetary,Individual, ,"Nelson, Gary",M8V 3X6,Councillor,,24,2014
750.0,"West, Liz",Monetary,Individual, ,"Nelson, John",M4K 1T7,Councillor,,30,2014
250.0,"Ford, Russ",Goods/Services,Individual, ,"Nelson, Melissa",M8V 3C5,Councillor,,6,2014
750.0,"West, Liz",Monetary,Individual, ,"Nelson, Michelle",M4K 1T7,Councillor,,30,2014
200.0,"Heaney, Gary",Monetary,Individual, ,"Nelson, Rob",M5M 2M2,Councillor,,16,2014
200.0,"Cressy, Joe",Monetary,Individual, ,"Nelson, Stephanie",M2N 1J2,Councillor,,20,2014
400.0,"Fernando, Anthony",Monetary,Individual, ,"Nemaric, Alan",M3K 1P7,Councillor,,9,2014
100.5,"Bussin, Sandra",Monetary,Individual, ,"NEMBER, PATRICIA",M4L 1P7,Councillor,,32,2014
115.0,"Sparrow, David",Monetary,Individual, ,"Nember, Patricia",M4L 1P7,Councillor,,26,2014
300.0,"Papadakis, John",Monetary,Individual, ,"Neos, Diana",M1M 2P3,Councillor,,29,2014
600.0,"Papadakis, John",Monetary,Individual, ,"Neos, George",M1P 3R5,Councillor,,29,2014
200.0,"Fox, Dan",Monetary,Individual, ,"Nesbitt, Mark",M1K 1T5,Councillor,,24,2014
600.0,"Di Giorgio, Frank",Monetary,Individual, ,"Nesci, Vince",M6L 3E5,Councillor,,12,2014
250.0,"Dominelli, Nick",Monetary,Individual, ,"NESCI, VINCE",M6L 3E5,Councillor,,12,2014
400.0,"Cusimano, Gus",Monetary,Individual, ,"Nesrallah, Donna",M4S 2J6,Councillor,,9,2014
200.0,"Doucette, Sarah",Monetary,Individual, ,"Netzel, Manfred",M6S 1H3,Councillor,,13,2014
125.0,"Goldstein, Sam",Monetary,Individual, ,"Neuman, Ilan",M5G 1Z8,Councillor,,20,2014
300.0,"Sparrow, David",Monetary,Individual, ,"Neuman, Ken",M3C 4C1,Councillor,,26,2014
300.0,"Morrison, Philip",Monetary,Individual, ,"Neumann, Jordin",M6J 3G5,Councillor,,20,2014
300.0,"Filion, John",Monetary,Individual, ,"Newburg, Richard",M2N 1J2,Councillor,,23,2014
200.0,"McConnell, Pam",Monetary,Individual, ,"Newman, Peter M.",M5J 2B7,Councillor,,28,2014
350.0,"Youssefi, Dyanoosh",Monetary,Individual, ,"Newton, Hazel",M4R 1J7,Councillor,,16,2014
300.0,"Youssefi, Dyanoosh",Monetary,Individual, ,"Newton, Jeremy",M4R 1J7,Councillor,,16,2014
150.0,"Tanel, Adam",Monetary,Individual, ,"Newton, Lionel",M5N 1R4,Councillor,,16,2014
300.0,"Crawford, Gary",Monetary,Individual, ,"Neysmith, Brian",M1M 2Z1,Councillor,,36,2014
300.0,"Louie, Tonny",Monetary,Individual, ,"Ng, C",L3T 6X5,Councillor,,20,2014
300.0,"Louie, Tonny",Monetary,Individual, ,"Ng, Fanny Ngar Ngar",L4S 1J4,Councillor,,20,2014
4470.61,"Ng, Franco",Monetary,Individual, ,"Ng, Franco",M1V 2V8,Councillor,,39,2014
150.0,"Kelly, Norm",Monetary,Individual, ,"Ng, Herman",M5R 2T8,Councillor,,40,2014
338.0,"Lai, Cynthia",Monetary,Individual, ,"Ng, Johnson",M1B 5H7,Councillor,,41,2014
300.0,"Kelly, Norm",Monetary,Individual, ,"Ng, Ken",L3P 5T7,Councillor,,40,2014
200.0,"Lai, Cynthia",Monetary,Individual, ,"Ng, Kenny Kin Man",L4E 0P1,Councillor,,41,2014
136.0,"Ng, Franco",Monetary,Individual, ,"Ng, Kiu Kay",L3S 2W9,Councillor,,39,2014
300.0,"Ng, Franco",Monetary,Individual, ,"Ng, Kiu Kay",L3S 2W9,Councillor,,39,2014
272.0,"Ng, Franco",Monetary,Individual, ,"Ng, Kiu Kay",L3S 2W9,Councillor,,39,2014
338.0,"Lai, Cynthia",Monetary,Individual, ,"Ng, Pandora c",M1B 5H7,Councillor,,41,2014
136.0,"Ng, Franco",Monetary,Individual, ,"Ng, Sincere",L6C 0H2,Councillor,,39,2014
110.0,"Ng, Franco",Monetary,Individual, ,"Ng, Sui C",L4B 4M4,Councillor,,39,2014
300.0,"Louie, Tonny",Monetary,Individual, ,"Ng, Susie",L3T 6X5,Councillor,,20,2014
300.0,"Lai, Cynthia",Monetary,Individual, ,"Ng, Tom",M4H 1L6,Councillor,,41,2014
750.0,"Mousavi, David",Monetary,Individual, ,"Ng, Wai San Wendy",L4B 4T2,Councillor,,23,2014
300.0,"Fletcher, Paula",Monetary,Individual, ,"Ng, Winnie",M6J 2J4,Councillor,,30,2014
300.0,"Davis, Janet",Monetary,Individual, ,"Ngai, Sum-Hai",M4C 3R3,Councillor,,31,2014
150.0,"Augimeri, Maria",Monetary,Individual, ,"Nguyen, Dung Van",L4L 9B1,Councillor,,9,2014
300.0,"MacDonald, Brenda",Monetary,Individual, ,"Nguyen, Im",M5T 1T3,Councillor,,31,2014
500.0,"Berardinetti, Michelle",Monetary,Individual, ,"Nguyen, Mai Thi",M9B 2K3,Councillor,,35,2014
300.0,"Augimeri, Maria",Monetary,Individual, ,"Nguyet, Ahn Le",L4H 2M2,Councillor,,9,2014
200.0,"Spencer, Robert",Monetary,Individual, ,"Nichol, Marjorie",M5M 0A2,Councillor,,36,2014
500.0,"McIver, Megan",Monetary,Individual, ,"Nicholas, Argiros",M4W 2P8,Councillor,,27,2014
200.0,"Davis, Janet",Monetary,Individual, ,"Nicholson, Ingrid",M4E 3J9,Councillor,,31,2014
750.0,"Di Ciano, Justin",Monetary,Individual, ,"Nicholson, Kristen",M8Z 0B8,Councillor,,5,2014
750.0,"Di Ciano, Justin",Monetary,Individual, ,"Nicholson, Marilyn",M8W 4B9,Councillor,,5,2014
750.0,"Di Ciano, Justin",Monetary,Individual, ,"Nicholson, Nicole",M8W 4B9,Councillor,,5,2014
200.0,"Nunziata, Frances",Monetary,Individual, ,"Nicolaou, James",M9A 2X9,Councillor,,11,2014
150.0,"Ng, Franco",Monetary,Individual, ,"Nicolle, Joanne",M1W 3M7,Councillor,,39,2014
100.0,"Domise, Andray",Monetary,Individual, ,"Nicolle, Joanne",M1W 3M7,Councillor,,2,2014
100.0,"Domise, Andray",Monetary,Individual, ,"Nicolle, Joanne",M1W 3M7,Councillor,,2,2014
100.0,"Spencer, Robert",Monetary,Individual, ,"Niddery, Elaine",M1J 3N4,Councillor,,36,2014
50.0,"Spencer, Robert",Monetary,Individual, ,"Niddery, Elaine",M1J 3N4,Councillor,,36,2014
2500.0,"Nielsen, Arlene",Monetary,Individual, ,"Nielsen, Mr.",M1C 0A1,Councillor,,44,2014
200.0,"Sinclair, Patricia",Monetary,Individual, ,"Nielsen, Rose",M1W 3P6,Councillor,,39,2014
200.0,"Bowie, Guy",Monetary,Individual, ,"Niepage, Raymond",M8X 2C5,Councillor,,5,2014
250.0,"Shan, Neethan",Monetary,Individual, ,"Nieto, Robin",M6K 1C1,Councillor,,42,2014
450.0,"Shan, Neethan",Monetary,Individual, ,"Nieto, Robin",M6K 2V7,Councillor,,42,2014
250.0,"Fragedakis, Mary",Monetary,Individual, ,"Nighbor, Derek",M4K 1X5,Councillor,,29,2014
200.0,"Robinson, Jaye",Monetary,Individual, ,"Nightingale, Margaret",M2L 1P2,Councillor,,25,2014
500.0,"LaRocque, Luke",Monetary,Individual, ,"Nightingale, MIchael",M6C 2R8,Councillor,,2,2014
750.0,"Crisanti, Vincent",Monetary,Individual, ,"Nigro, Carmine",L4Z 1B9,Councillor,,1,2014
750.0,"Perruzza, Anthony",Monetary,Individual, ,"Nigro, Carmine",L4Z 1B9,Councillor,,8,2014
750.0,"Grimes, Mark",Monetary,Individual, ,"Nigro, Carmine",L4Z 1B9,Councillor,,6,2014
250.0,"Cusimano, Gus",Monetary,Individual, ,"Nigro, Carmine",M8Z 1L8,Councillor,,9,2014
500.0,"Augimeri, Maria",Monetary,Individual, ,"Nigro, Christina",L6A 3T4,Councillor,,9,2014
750.0,"Augimeri, Maria",Monetary,Individual, ,"Nigro, Josie",M6N 1M4,Councillor,,9,2014
750.0,"Augimeri, Maria",Monetary,Individual, ,"Nigro, Vincenzo",M6N 1M4,Councillor,,9,2014
300.0,"Karygiannis, Jim",Monetary,Individual, ,"Nijjar, Parminder Singh",L5W 1P9,Councillor,,39,2014
200.0,"Spencer, Robert",Monetary,Individual, ,"Nikles, Mary",M4J 1J3,Councillor,,36,2014
300.0,"Filion, John",Monetary,Individual, ,"Nikolic, Nebojsa",M2N 4Z2,Councillor,,23,2014
400.0,"Nunziata, Frances",Monetary,Individual, ,"Nikolovski, Aleksandar",M5P 2X6,Councillor,,11,2014
400.0,"Mammoliti, Giorgio",Monetary,Individual, ,"NIKOLOVSKI, ALEKSANDAR",M5P 2X6,Councillor,,7,2014
250.0,"Berardinetti, Michelle",Monetary,Individual, ,"Nikolovski, Aleksandar",M5P 2X6,Councillor,,35,2014
500.0,"Berardinetti, Michelle",Monetary,Individual, ,"Nikolovski, Aleksandar",M5P 2X6,Councillor,,35,2014
500.0,"Thompson, Michael",Monetary,Individual, ,"Nikolovski, Aleksander",M5P 2X6,Councillor,,37,2014
300.0,"Louie, Tonny",Monetary,Individual, ,"Ning, Sherry",M1W 1S4,Councillor,,20,2014
750.0,"Grimes, Mark",Monetary,Individual, ,"Niroo, Feresteh",M2L 1G2,Councillor,,6,2014
750.0,"Christensen, Niels",Monetary,Individual, ,"Nishisato, Ira",M9A 2Y5,Councillor,,4,2014
300.0,"Crisanti, Vincent",Monetary,Individual, ,"Nissan, Yakdan",L6P 3J5,Councillor,,1,2014
200.0,"Robinson, Jaye",Monetary,Individual, ,"Nissel, David",M2P 1H3,Councillor,,25,2014
500.0,"Fletcher, Paula",Monetary,Individual, ,"Nitefor, Michael",M4K 2N4,Councillor,,30,2014
750.0,"Berardinetti, Michelle",Monetary,Individual, ,"Nitosopoulos, Paul",L3C 3C9,Councillor,,35,2014
200.0,"Surma, Kinga",Monetary,Individual, ,"Noakes, Emma",M2N 7G8,Councillor,,5,2014
17.0,"Davis, Janet",Goods/Services,Individual, ,"Nobbs, Clare",M4C 1Z9,Councillor,,31,2014
112.0,"Davis, Janet",Monetary,Individual, ,"Nobbs, Clare",M4C 1Z9,Councillor,,31,2014
1300.0,"Heaney, Gary",Monetary,Individual, ,"Noble, Fay",M5M 1T2,Councillor,,16,2014
250.0,"Palacio, Cesar",Monetary,Individual, ,"Noble, Kimberley",L4A 0K1,Councillor,,17,2014
250.0,"Ainslie, Paul",Monetary,Individual, ,"Noble, Kimberley",L4A 0X1,Councillor,,43,2014
250.0,"Cusimano, Gus",Monetary,Individual, ,"Noble, Kimberley",L4A 0X1,Councillor,,9,2014
250.0,"West, Liz",Monetary,Individual, ,"Noble, Kimberley",L4A 0X1,Councillor,,30,2014
275.0,"Minnan-Wong, Denzil",Monetary,Individual, ,"Noble, Leslie",M5E 1T4,Councillor,,34,2014
750.0,"Mazer, Alex",Monetary,Individual, ,"NOBREGA, NANCY",M4W 1X4,Councillor,,18,2014
250.0,"Spencer, Robert",Monetary,Individual, ,"Noe, Walter",M4Y 2X3,Councillor,,36,2014
200.0,"Doucette, Sarah",Monetary,Individual, ,"Nogami, Jun",M6P 3C7,Councillor,,13,2014
200.0,"Koehl, Albert",Monetary,Individual, ,"Nogami, Jun",M6P 3C7,Councillor,,20,2014
100.0,"Selvam, Saeed",Monetary,Individual, ,"Nogas, Dorota",M9B 0A1,Councillor,,17,2014
150.0,"Selvam, Saeed",Monetary,Individual, ,"Nogas, Dorota",M9B 0A1,Councillor,,17,2014
750.0,"Mousavi, David",Monetary,Individual, ,"Noorouzi, Hamid",L4C 0T7,Councillor,,23,2014
200.0,"Matlow, Josh",Monetary,Individual, ,"Norgate, Bill",L5T 2W5,Councillor,,22,2014
200.0,"Matlow, Josh",Monetary,Individual, ,"Norgate, Kerry Norgatge",L5T 2W5,Councillor,,22,2014
200.0,"Wong-Tam, Kristyn",Monetary,Individual, ,"North, Liisa L",M4Y 2T3,Councillor,,27,2014
100.0,"Wong-Tam, Kristyn",Monetary,Individual, ,"North, Liisa L",M4Y 2T3,Councillor,,27,2014
200.0,"McMahon, Mary-Margaret",Monetary,Individual, ,"Nosko, Katya",M4E 3L7,Councillor,,32,2014
400.0,"Papadakis, George",Monetary,Individual, ,"NOUSSIS, VASIL",M3C 2A7,Councillor,,31,2014
200.0,"Papadakis, George",Monetary,Individual, ,"NOUSSIS, VASIL",M3C 2A7,Councillor,,31,2014
500.0,"Emerson, Charmain",Monetary,Individual, ,"Novac, Anthony",M5R 0A5,Councillor,,14,2014
300.0,"Novak, Sam",Monetary,Individual, ,"Novak, Alice",L7B 1C9,Councillor,,20,2014
200.0,"Cusimano, Gus",Monetary,Individual, ,"Novak, Henry",M2R 0A2,Councillor,,9,2014
100.0,"Novak, Sam",Monetary,Individual, ,"Novak, Sam",M5R 2R5,Councillor,,20,2014
100.0,"Novak, Sam",Monetary,Individual, ,"Novak, Sam",M5R 2R5,Councillor,,20,2014
750.0,"Mazer, Alex",Monetary,Individual, ,"NOVANSKY, BORIS",M6P 3C4,Councillor,,18,2014
200.0,"McMahon, Mary-Margaret",Monetary,Individual, ,"Novotny, Ann",M4C 4H2,Councillor,,32,2014
300.0,"LaRocque, Luke",Monetary,Individual, ,"Nowers, Jeannette",M9C 4W1,Councillor,,2,2014
750.0,"Kelly, Norm",Monetary,Individual, ,"Noy, Caitlin",M4L 3V3,Councillor,,40,2014
750.0,"Lai, Cynthia",Monetary,Individual, ,"Noy, Caitlin",M4L 3V3,Councillor,,41,2014
750.0,"Kelly, Norm",Monetary,Individual, ,"Noy, Matthew",M5R 2S4,Councillor,,40,2014
750.0,"Lai, Cynthia",Monetary,Individual, ,"Noy, Matthew",M5R 2S4,Councillor,,41,2014
375.0,"Farrow, Jane",Monetary,Individual, ,"Noy, Monica",M4M 1T4,Councillor,,30,2014
300.0,"Olawoye, Lekan",Monetary,Individual, ,"Nunes, Andrew",M2P 1Z1,Councillor,,12,2014
350.0,"Bailão, Ana",Monetary,Individual, ,"Nunes, Joe",L7E 0G5,Councillor,,18,2014
150.0,"Kelly, Norm",Monetary,Individual, ,"Nunno, Lui",M4C 1K4,Councillor,,40,2014
150.0,"Kelly, Norm",Monetary,Individual, ,"Nunno, Phyllis",M4C 1K4,Councillor,,40,2014
20.0,"Nunziata, Frances",Monetary,Individual, ,"Nunziata, Frances",M6N 4X7,Councillor,,11,2014
1613.42,"Nunziata, Frances",Goods/Services,Individual, ,"Nunziata, Frances",M6N 4X7,Councillor,,11,2014
250.0,"Burale, Idil",Monetary,Individual, ,"Nur Ahmed, SAFIA",M9B 5X5,Councillor,,1,2014
300.0,"Burale, Idil",Monetary,Individual, ,"NUR, ZAINAB",M9A 5G5,Councillor,,1,2014
300.0,"Abukar, Munira",Monetary,Individual, ,"Nur, Zainab",M9A 5G5,Councillor,,2,2014
200.0,"Rahman, Russell",Monetary,Individual, ,"Nurealam, Abu",M1L 0B3,Councillor,,31,2014
750.0,"Aryeh-Bain, Chani",Monetary,Individual, ,"Nusbaum, Mark",M6M 4M7,Councillor,,15,2014
300.0,"Burale, Idil",Monetary,Individual, ,"NUUR, SAMSAM",M9W 1W2,Councillor,,1,2014
500.0,"Surma, Kinga",Monetary,Individual, ,"Nyilassy, Simon",M8X 2T9,Councillor,,5,2014
300.0,"Perks, Gord",Monetary,Individual, ,"Nyman, Jerome",M6R 1Y3,Councillor,,14,2014
200.0,"Mills, Terry",Monetary,Individual, ,"O'BRAIN, PETER",M5P 2M2,Councillor,,16,2014
150.0,"Mills, Terry",Monetary,Individual, ,"O'BRIAN, JAMES",M4T 2B7,Councillor,,16,2014
150.0,"Mills, Terry",Monetary,Individual, ,"O'BRIAN, JAMES",M4T 2B7,Councillor,,16,2014
100.0,"Filion, John",Monetary,Individual, ,"O'Brien Fehr, Markus",M2N 1T9,Councillor,,23,2014
40.0,"Filion, John",Monetary,Individual, ,"O'Brien Fehr, Markus",M2N 1T9,Councillor,,23,2014
200.0,"De Baeremaeker, Glenn",Monetary,Individual, ,"O'Brien, Paul",M1H 1E2,Councillor,,38,2014
200.0,"De Baeremaeker, Glenn",Monetary,Individual, ,"O'Brien, Paul",M1H 1E2,Councillor,,38,2014
500.0,"O'Callaghan, Sean",Monetary,Individual, ,"O'Callaghan, LARRY",M8V 2R9,Councillor,,6,2014
550.0,"O'Callaghan, Sean",Monetary,Individual, ,"O'Callaghan, Lynda",M8W 1S8,Councillor,,6,2014
430.25,"O'Callaghan, Sean",Goods/Services,Individual, ,"O'Callaghan, Lynda",M8W 1S8,Councillor,,6,2014
39.0,"O'Callaghan, Sean",Monetary,Individual, ,"O'Callaghan, Sean",M8W 1S8,Councillor,,6,2014
300.0,"O'Callaghan, Sean",Monetary,Individual, ,"O'Callaghan, Sean",M8W 1S8,Councillor,,6,2014
750.0,"Minnan-Wong, Denzil",Monetary,Individual, ,"O'Connell, Michael",M5P 1G9,Councillor,,34,2014
200.0,"Cressy, Joe",Monetary,Individual, ,"O'CONNELL, PATRICIA",M4T 1P6,Councillor,,20,2014
200.0,"Matlow, Josh",Monetary,Individual, ,"O'Connor, Roxanne",M4V 1P6,Councillor,,22,2014
200.0,"Dominelli, Nick",Monetary,Individual, ,"O'DONOHUE, TONY",M5P 2J9,Councillor,,12,2014
200.0,"Carmichael Greb, Christin",Monetary,Individual, ,"O'Driscoll, Jan",M5R 2V6,Councillor,,16,2014
300.0,"Carmichael Greb, Christin",Monetary,Individual, ,"O'Driscoll, Jan",M5R 2V6,Councillor,,16,2014
200.0,"Carmichael Greb, Christin",Monetary,Individual, ,"O'Farrell, Ann",M4V 1V9,Councillor,,16,2014
750.0,"Spencer, Robert",Monetary,Individual, ,"O'Grady, John",M6H 3E5,Councillor,,36,2014
300.0,"McIver, Megan",Monetary,Individual, ,"O'Hagan, Cara-Marie",M5P 1G3,Councillor,,27,2014
200.0,"Spencer, Robert",Monetary,Individual, ,"O'Halloran, Patrick",M4X 1R4,Councillor,,36,2014
250.0,"Cressy, Joe",Monetary,Individual, ,"O'KEEFE, BRIAN",M5T 3K7,Councillor,,20,2014
750.0,"Farrow, Jane",Monetary,Individual, ,"O'Keefe, Jackie",M4M 2X2,Councillor,,30,2014
500.0,"Nunziata, Frances",Monetary,Individual, ,"O'Muiri, Cormac",L4X 1C4,Councillor,,11,2014
300.0,"Kelly, Norm",Monetary,Individual, ,"O'Neil, Brian",M5R 2Z6,Councillor,,40,2014
200.0,"Spencer, Robert",Monetary,Individual, ,"O'Neil, Janet",M1M 2A5,Councillor,,36,2014
150.0,"Spencer, Robert",Monetary,Individual, ,"O'Neil, Janet",M1M 2A5,Councillor,,36,2014
150.0,"Grimes, Mark",Monetary,Individual, ,"O'Neill, Marie",M8W 4S3,Councillor,,6,2014
500.0,"Mazer, Alex",Monetary,Individual, ,"O'REILLY, HUGH",M4K 3C8,Councillor,,18,2014
750.0,"Berardinetti, Michelle",Monetary,Individual, ,"O'Reilly, Moll",M4C 4X5,Councillor,,35,2014
250.0,"Emerson, Charmain",Monetary,Individual, ,"O'Reilly, Patrick",M6R 1P3,Councillor,,14,2014
750.0,"French, Dean",Monetary,Individual, ,"O'Shaughnessy, Daniel",M5R 1X5,Councillor,,3,2014
300.0,"Filion, John",Monetary,Individual, ,"O'Sullivan, David",M2N 1Z7,Councillor,,23,2014
300.0,"Cressy, Joe",Monetary,Individual, ,"O'SULLIVAN, TERRENCE",M5P 2J5,Councillor,,20,2014
750.0,"Shiner, David",Monetary,Individual, ,"Obdeyn, Rodney",L7T 2B4,Councillor,,24,2014
700.0,"Moskalyk, John",Monetary,Individual, ,"Ochrym, Alex",M9A 5A1,Councillor,,3,2014
750.0,"Moskalyk, John",Monetary,Individual, ,"Ochrym, George",M9A 5A1,Councillor,,3,2014
300.0,"Christensen, Niels",Monetary,Individual, ,"Ogden, John",M9A 2W5,Councillor,,4,2014
600.0,"De Baeremaeker, Glenn",Monetary,Individual, ,"Ognibene, Lucinio",L3P 6C5,Councillor,,38,2014
750.0,"Bailão, Ana",Monetary,Individual, ,"Ogniewicz, Conrad",M3C 2L2,Councillor,,18,2014
700.0,"Adeoba, Benn",Goods/Services,Individual, ,"Ogungbeje, Debo",L1Z 2E5,Councillor,,2,2014
750.0,"Ng, Franco",Monetary,Individual, ,"Oh, Victor",L4Z 0A7,Councillor,,39,2014
200.0,"Filion, John",Monetary,Individual, ,"Ohashi, Beverley",M4S 1E8,Councillor,,23,2014
400.0,"Cho, Raymond",Monetary,Individual, ,"Ohn, Myeong Yong",K2J 0L7,Councillor,,42,2014
750.0,"Augimeri, Maria",Monetary,Individual, ,"Okafor, Obiora",L6A 3H8,Councillor,,9,2014
200.0,"Filion, John",Monetary,Individual, ,"Okawara, Kathy",M2N 2N2,Councillor,,23,2014
700.0,"Bailão, Ana",Monetary,Individual, ,"Okeefe, John",M4M 0A1,Councillor,,18,2014
200.0,"Cressy, Joe",Monetary,Individual, ,"OKI, MATHEW",M5S 2M2,Councillor,,20,2014
200.0,"Mammoliti, Giorgio",Monetary,Individual, ,"OKTEN, MELEK",L5N 4L4,Councillor,,7,2014
750.0,"Olawoye, Lekan",Monetary,Individual, ,"Olawoye, Lekan",M6M 2N8,Councillor,,12,2014
200.0,"Burale, Idil",Monetary,Individual, ,"OLAWOYE, LEKAN",M6M 2N8,Councillor,,1,2014
300.0,"Olawoye, Lekan",Monetary,Individual, ,"Olawoye, Mabel",M9R 1T4,Councillor,,12,2014
750.0,"Olawoye, Lekan",Monetary,Individual, ,"Olawoye, Olatubosun",L1S 6S6,Councillor,,12,2014
500.0,"Moskalyk, John",Monetary,Individual, ,"Olenych, Walter",M9A 1X6,Councillor,,3,2014
300.0,"LaRocque, Luke",Monetary,Individual, ,"Olfert, Dorrene",M9C 2H7,Councillor,,2,2014
250.0,"Ross, Richard",Monetary,Individual, ,"Olford, Steven",M1C 2G4,Councillor,,44,2014
250.0,"Cressy, Joe",Monetary,Individual, ,"OLIVER, CATHERINE",M5R 2X8,Councillor,,20,2014
100.0,"Bowman, Scott",Monetary,Individual, ,"Oliver, Greg",M5T 2Y8,Councillor,,19,2014
100.0,"Bowman, Scott",Monetary,Individual, ,"Oliver, Greg",M5T 2Y8,Councillor,,19,2014
250.0,"Blackmore, David",Monetary,Individual, ,"Oliver, Paul",M5A 3J1,Councillor,,28,2014
500.0,"Cressy, Joe",Monetary,Individual, ,"OLIVER, PETER",M4P 2C9,Councillor,,20,2014
750.0,"Shiner, David",Monetary,Individual, ,"Olivia, F",M2N 6M4,Councillor,,24,2014
750.0,"Ford, Russ",Monetary,Individual, ,"Olivier, Michael",M6H 2Z8,Councillor,,6,2014
200.0,"Cressy, Joe",Monetary,Individual, ,"OLSEN, KEN",M1N 1C3,Councillor,,20,2014
200.0,"Adeoba, Benn",Monetary,Individual, ,"Olubunmi, Omisola",M9W 4R3,Councillor,,2,2014
200.0,"Smitherman, Arthur",Monetary,Individual, ,"Omar, Abdulhaq",M3M 2P5,Councillor,,8,2014
125.0,"West, Liz",Monetary,Individual, ,"OMAR, AMREEN",M4K 2M5,Councillor,,30,2014
130.0,"Assefa, Teferi",Monetary,Individual, ,"Omer, Rebecca",M4K 3Y4,Councillor,,35,2014
300.0,"Bravo, Alejandra",Monetary,Individual, ,"Omidvar, Mehran",M6H 3G9,Councillor,,17,2014
